V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_10,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q2.5_1,Q2.5_2,Q2.5_3,Q2.5_4,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8_1,Q2.8_2,Q2.8_3,Q2.8_4,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.10_1,Q2.10_2,Q2.10_3,Q2.10_4,Q2.11_1,Q2.11_2,Q2.11_3,Q2.11_4,Q2.12_1,Q2.12_2,Q2.12_3,Q2.12_4,Q2.13_1,Q2.13_2,Q2.13_3,Q2.13_4,Q3.1,Q3.2,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.3_5,Q3.3_6,Q3.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.5_1,Q4.5_2,Q4.5_3,Q4.5_4,Q4.5_5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q5.1,Q5.1_TEXT,Q5.2,Q5.3,Q5.3_TEXT,Q5.4,Q5.5,Q5.5_TEXT,Q5.6,Q5.7,Q5.8,Q5.9,Q5.10,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q6.9,Q51,Q7.1,Q7.2,LocationLatitude,LocationLongitude,LocationAccuracy,Exclude
R_3D1si5oO0zqbnnq,Default Response Set,Anonymous,,,130.179.244.89,0,15-09-30 10:37,15-09-30 11:24,1,F061,1,1,1,6,4,8,3,4,7,0,8,0,4,0,8,8,7,8,5,1,3,8,8,8,8,6,0,4,4,8,8,7,0,7,0,8,6,2,5,8,8,8,1,6,8,8,8,8,7,8,0,1,1,8,8,8,0,8,8,8,4,4,1,6,2,7,4,7,7,6,2,7,1,1,1,3,6,1,1,7,4,6,6,6,1,7,7,1,1,5,1,2,6,2,6,7,1,1,2,4,2,,21,1,,1,5,,2,5,1,31,1,1,1,Currently no. ,I think the purpose of the paper study is to ask what you like about your partner and you having to explain them.,I think the purpose of the main study was to see how you would react to your partner if they did something. In ever relationship have their problems but what make some people end them or keep pushing though. This could by what the study was on. ,"Yes, the reason why is because you write down things you like about him or her, and all the positive things were in your mind, when it came to the computer on it talked about how you would feel, and the answers can be different from that.",Explain in the other question.,"Yes, oh I am not sure.",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_27VBEBtQjrZWEwV,Default Response Set,Anonymous,,,130.179.244.88,0,15-09-30 10:28,15-09-30 11:26,1,F062,1,1,1,0,7,6,1,1,0,7,4,3,8,0,0,5,5,3,6,4,1,2,7,7,0,6,0,2,7,0,8,5,0,4,0,0,4,8,0,8,8,7,0,3,7,0,5,1,4,8,0,1,1,8,8,8,1,8,8,8,6,2,7,2,2,2,2,5,6,3,1,4,7,7,7,1,4,6,6,5,5,2,3,1,6,2,7,1,7,1,1,7,7,7,7,7,7,7,6,3,2,,18,1,,1,4,,0,6,1,10,1,1,1,Nothing seemed overly strange about this study.,Questionaire focused on questions regarding my current dating relationship and describing what a relatiobnshiop is.,To understand how dating partners react to hypothetical events in their dating relationship.,"Yes, describing my relationship and characterisitcs about my partner can give insight to the answers on the online survey about hypothetical situations. ",No.,Yes.,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_2QGMLBHX80bjpVT,Default Response Set,Anonymous,,,130.179.244.95,0,15-09-30 10:28,15-09-30 11:30,1,F063,1,1,1,3,8,1,0,0,0,0,0,0,8,0,0,5,1,3,8,1,5,2,4,2,6,7,0,0,6,1,6,4,1,7,3,8,0,3,6,5,6,6,1,3,6,0,7,6,1,4,0,1,1,8,7,8,0,8,8,8,3,5,1,7,2,7,5,6,2,7,1,4,4,2,2,6,2,7,1,7,4,1,6,1,5,1,5,1,1,7,1,2,7,1,7,7,4,7,1,4,2,,20,3,,1,4,,0,6,1,25,1,1,1,What some of these questions had to do with relationship? / ,I think it was to gain an insight on the type of person doing the questionnaire.,I think it was to examine how a person's attributes or personality effected their outlook on relationships or what their relationship was given their outlook. ,"Yes, your personality on the first written questions would be compared to your answers on the computer questions.","No, I don't believe it did.",Yes,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_1OHVpPoULFavz6Z,Default Response Set,Anonymous,,,130.179.244.59,0,15-09-30 10:23,15-09-30 11:27,1,F064,1,1,1,5,5,7,6,2,1,5,5,1,7,6,1,6,2,7,4,1,1,7,7,4,2,7,1,0,1,2,7,4,1,5,2,1,1,1,1,5,6,6,1,5,4,2,6,5,6,6,1,1,1,8,8,8,1,8,8,8,6,4,2,6,3,5,2,3,2,6,2,6,6,4,6,7,4,2,3,6,3,5,3,5,2,5,4,3,3,6,2,6,6,3,5,6,2,6,2,5,2,,20,1,,1,4,,0,7,1,12,1,1,1,"The questions were easy to understand, but I don't think I understood to the full extent why those questions were asked. ( what was the main idea of the survey)",To describe your relationship and see how dependent you are on your partner.,"To see how one would react to different scenarios, if their partner would do something wrong or I they had a change in behavior.",They were both determining your choices based on your relationship.,I don't believe that they did.,The prompts ma have differed depending on the situation.,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_2uEQkaINKGNIeny,Default Response Set,Anonymous,,,130.179.244.135,0,15-09-30 10:37,15-09-30 11:28,1,F065,1,1,1,0,8,0,0,0,0,0,7,0,0,8,0,4,0,4,8,0,3,4,6,7,1,2,2,1,7,4,7,4,1,6,1,7,7,1,8,7,7,7,4,7,7,1,7,1,6,7,1,1,1,8,8,8,0,7,8,8,3,2,2,1,6,5,2,1,1,1,2,5,5,5,5,3,5,2,6,2,3,3,3,3,3,6,5,6,1,5,1,2,3,6,6,7,2,4,2,1,2,,40,5,2nd degree,1,5,,10,0,1,31,1,1,1,"It was interesting to see that most of the questions were practical and applicable to everyday life as a human being. / However, in my opinion issues about dating kind of differ when someone is married and also have some certain cultural beliefs. ",In my opinion the study was to investigate how couples in relationships deal with outside occurrences .,"In my opinion , the study was to investigate how couples in relationships deal with outside occurrences such as the other partner dating someone else.",yes. I felt there were related in terms of dealing with occurrences such as what would happen if you and your partner were no longer together such as your reaction if your partner were dating someone else.,no,I believe its the same questionnaire handed to all of us in the study.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_UziTLAALjVI5TIl,Default Response Set,Anonymous,,,130.179.244.33,0,15-09-30 10:32,15-09-30 11:29,0,F066,1,1,1,4,8,6,3,6,0,2,8,1,7,5,4,8,4,6,8,4,8,7,8,8,3,8,1,5,7,8,8,6,0,7,1,4,5,5,6,8,8,8,1,8,8,3,8,7,4,8,2,1,1,8,8,8,0,8,8,8,6,2,4,5,5,6,5,3,3,6,1,5,7,7,5,1,4,6,6,2,3,2,1,2,3,7,7,4,3,7,1,7,7,1,7,6,1,7,1,2,2,,18,1,,1,4,,1,3,1,22,1,1,1,I was just wondering about how the question about if my parents punished me fairly contributed to the goal of the study.,To get a background on my current relationship and partner.,"To learn more about dating relationships and how subjects would react to hypothetical situations, and how people would answer questions about their relationship that some may find uncomfortable.",The two studies were related because they both had to do with my current relationship and partner.,"The study on paper did not really affect my responses to the computer study because I had the same things in mind when filling out both. I don't think that filling out the paper study changed my perception of my partner or my relationship, but it did get me thinking about him and our relationship. So in a sense, it put me in a good mindset to answer the questions in the computer study.","Everyone was given the same instructions for how to fill out the survey, and the person administering the survey distributed the tests and entered the participant ID codes into the computer in a consistent way. Myself and two other participants in the part of the computer lab that I was sitting in asked what the word ""salient"" in question 4 of the paper survey. I was sitting in the back of the room, and I could tell that the other participants were asking the same question that I was, but I feel that the administrator answered the our questions in a consistent manner.",1,1,2,Sucharyna University of Manitoba,,,-1,0
R_2fdoWxwrZQ1YZOu,Default Response Set,Anonymous,,,130.179.244.98,0,15-09-30 11:51,15-09-30 12:42,1,F067,1,1,1,0,0,0,0,0,0,6,1,0,2,0,0,3,0,5,1,0,1,2,2,3,7,7,0,2,2,4,8,2,0,4,0,0,0,2,1,2,1,6,0,3,5,0,6,2,3,3,0,1,1,8,8,8,0,8,7,8,4,5,1,3,2,7,4,1,3,6,2,5,4,3,4,5,4,6,7,7,7,5,3,1,2,2,6,2,1,7,3,3,6,1,6,2,2,7,5,3,2,,18,1,,1,4,,1,0,1,20,1,1,1,Nothing seemed strange,To know more in detail about my relationship for your studies - a few big things,To know more in detail about my relationship for your studies - a lot of little things,Yes - they were based on me and my relationship.,"no, I still feel the same about myself and my relationship",I think we all got the same,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_2eWPftHajXGcGm2,Default Response Set,Anonymous,,,130.179.244.183,0,15-09-30 12:00,15-09-30 12:43,1,F068,1,1,1,5,7,3,6,6,1,1,6,2,5,2,1,5,2,6,7,2,2,6,6,7,1,6,1,3,6,6,6,3,1,7,3,2,6,4,6,7,7,6,1,4,7,1,5,4,4,7,2,1,1,6,6,7,4,7,4,4,5,5,2,4,3,6,3,5,4,6,2,6,6,4,2,4,2,6,2,6,6,4,5,2,3,4,5,4,1,7,2,5,6,2,6,6,5,6,2,4,2,,18,1,,1,3,,0,3,1,15,1,1,1,"The questions about voting, driving the speed limit, etc did seem a little strange and I wondered how they connected.","Possibly to get you thinking about your partner, especially what you like about them and why you want to stay with them before beginning.","The purpose was to see how different people in relationships react to different negative situations, especially those that violate trust","Yes, they were both about the relationship and comittment one has with their partner.","Yes I would say so. It made me think about the qualities I liked about my partner, what I would miss, and our future I guess.",Possibly not. I think some might have asked questions that brought out negative thoughts and feelings towards a partner or relationship.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_2y1NyzxyXAmGdVa,Default Response Set,Anonymous,,,130.179.244.14,0,15-09-30 11:51,15-09-30 12:44,1,F069,1,1,1,2,7,3,0,0,5,2,7,2,2,5,3,8,5,5,1,5,7,4,4,5,2,8,0,2,3,6,4,4,5,5,1,1,6,4,0,8,6,6,0,5,6,2,7,5,4,8,0,1,1,7,8,8,2,5,7,7,5,1,3,6,7,7,2,4,7,2,5,1,4,5,5,4,7,4,5,2,4,6,6,2,1,4,5,3,1,7,1,3,5,2,5,6,7,7,1,4,2,,17,1,,1,4,,1,1,1,3,2,1,1,No.,A pre-test for a questionnaire.,To find out how we behave around our partner and what happens within certain arguments/events.,"Yes, they were both about your dating relationship.",Not really.,Yes.,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_W0RPJPaPV9uiOaJ,Default Response Set,Anonymous,,,130.179.244.59,0,15-09-30 12:00,15-09-30 12:45,1,F070,1,1,1,0,7,1,1,1,0,0,5,0,8,4,1,7,0,6,8,0,1,3,8,2,2,4,3,1,4,1,8,5,0,8,1,2,3,5,4,7,8,7,0,4,6,0,7,5,4,8,0,1,1,8,8,8,1,7,8,8,5,5,4,2,4,4,6,5,5,6,2,2,6,7,5,2,5,3,4,2,3,2,2,1,1,5,2,1,2,6,4,7,5,7,2,5,6,6,4,2,2,,18,1,,1,4,,0,6,1,11,1,1,1,not really,to get some pre-information for a study that is currently being made so that it can be more relatable and accurate,Perhaps to make a connection between how emotionally invested we are to a partner/our future with out partner to how we react when things in our relationship turn sour ,probably! I beleive the first part was to make us think about the good in our relationship and focus on the postive aspects of them and see if that will temporarily make us more accepting or loving when they screw up (hypothetial siutations of online portion),Potentially on a subconcious level. The pilot study did flood me with extra love and warmth for him because it made me think about all the good which might have made me more forgiving for the online portion,At the time I thought so but this question makes me think not. Some were probably asked to focus on negative aspects of the relationship (example questions like: has your partner ever let you down? What traits about them do you not like? etc) and others to focus on the positive so see if it would influence our responses to the online portion,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_3qEHkXm6KgGaoFJ,Default Response Set,Anonymous,,,130.179.244.121,0,15-09-30 11:52,15-09-30 12:47,1,F071,1,1,1,2,6,4,0,0,0,0,6,0,4,5,7,7,4,4,8,0,7,3,2,2,6,5,0,0,7,3,8,5,0,1,0,0,4,4,6,7,7,8,0,4,6,0,3,2,7,7,0,1,1,8,8,8,0,8,8,8,3,4,2,5,2,3,2,2,3,7,2,5,5,1,3,2,3,7,2,3,4,3,3,1,2,2,5,2,2,5,1,3,6,3,7,7,6,2,2,4,2,,18,1,,1,4,,0,2,1,26,1,1,1,Why my driving would affect my relationship,To understand how satisfied I am in my relationship...?,To understand why we do what we do in our romantic relationships vs in our other relationships,"Yes, because if I am not satisfied in my relationship, or if I am in it or the wrong reason, it could affect my results.","Yes, because it made me reflect on why I am in my relationship, and made me more honest. ",I do not know,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_3NwClFcWDRLzYX0,Default Response Set,Anonymous,,,130.179.244.180,0,15-09-30 11:59,15-09-30 12:47,1,F072,1,1,1,0,5,7,0,0,0,3,4,0,5,0,1,4,0,5,3,0,0,4,5,5,0,1,0,1,1,3,3,4,0,2,0,1,3,3,0,1,4,5,0,1,2,0,6,0,0,3,0,1,1,8,8,8,1,7,8,8,5,2,5,2,7,4,4,1,5,1,2,3,3,1,5,3,4,5,6,2,4,2,1,1,1,6,3,3,1,7,1,2,4,1,5,6,5,7,2,6,2,,18,2,,1,4,,0,2,1,12,1,1,1,a couple questions about driving and bad habits seemed strange but I assume there is a purpose behind them ,to gain knowledge regarding my current dating relationship and to see how attached I am to my partner ,to see how I would respond to hypothetical situations that may or may not happen in my relationship ,yes I believe so because the first study was to see how close and attached I felt to my partner and the second study seemed to try and get at how the strength of the relationship would hold up if faced with certain situations ,"a little, it made me think about how I feel about my partner now and then how I would feel about dealing with difficult situations with my partner and also how I could see the long term relationship planning out ","I believe they did receive the same questions, if they hadn't I think the influence the first study had being either positive or negative would effect how people respond to the second study when asked questions about the long term or the questions about getting revenge or giving the ""cold shoulder"" however everybody may have different feelings towards there partners to begin with so the first study could really effect the second study in anyway",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_UDUkUCJOR2AX5sd,Default Response Set,Anonymous,,,130.179.244.64,0,15-10-01 12:31,15-10-01 13:15,1,F073,1,1,1,1,7,3,0,1,0,3,5,0,4,1,0,4,2,6,3,0,1,4,7,7,0,5,0,0,3,0,6,2,0,3,0,0,5,1,1,3,7,8,0,3,5,0,7,0,7,7,0,1,1,8,8,8,0,8,8,8,3,3,2,6,5,6,4,5,1,4,1,3,6,4,5,2,4,6,6,4,4,3,5,6,1,3,2,4,1,7,2,6,7,7,7,6,5,1,2,6,2,,18,1,,1,4,,1,2,1,20,1,1,1,maybe just wondering why it started of talking about relationships but then kind of transitioned into asking questions about laws and abiding in the rules.,to understand how dating partners react to hypothetical events in their dating relationships,"asking questions about ones interpersonal forgiveness, commitment, and interpersonal beliefs ","yes, they both were focused on your relationship with your partner, one more specific to how you would react in certain situations and the other focused more on what you love and would miss about your partner. as well as the reasons why you could see yourself growing old with them.","yes, it allowed me to reflect on the positive and the depths of my commitment before being asked more difficult questions, some in which I have experienced but many in which I am quite confident I never need to worry about.",I am not to sure....they could of just been slightly different questions or more so opposite on each other.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_3nT0Qvxq56PisWP,Default Response Set,Anonymous,,,130.179.244.89,0,15-10-01 12:29,15-10-01 13:17,1,F074,1,1,1,5,3,6,2,3,4,2,7,0,2,8,2,6,5,5,5,3,5,4,7,6,8,8,0,2,6,1,8,5,1,7,0,4,6,2,7,8,6,5,1,6,3,1,6,8,1,7,0,1,1,8,8,8,0,8,8,8,5,6,1,3,6,5,6,2,5,7,2,6,3,2,5,3,3,5,2,6,4,2,3,1,3,2,5,3,6,3,1,1,6,1,6,6,4,6,5,2,2,,19,2,,1,4,,5,6,1,25,1,1,1,There is nothing strange that I can think of. ,I think the purpose of the pilot study was to figure out what people valued most out of their partners and how dependent or comfortable they felt.,I believe the purpose of the main study was to see how comfortable people were with their partner and see whether they would confront them if they had an issue.,The two studies were related because they asked personal questions on how you feel about your partner.,The pilot study influenced my response because it made me think of all my partners good qualities and why I love him. It was harder for me to think negatively throughout the online study.,I think everyone received the same writing prompts?,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_PYWGrAI18Lk9Xs5,Default Response Set,Anonymous,,,130.179.244.112,0,15-10-01 12:33,15-10-01 13:15,1,F075,1,1,1,1,7,7,0,0,0,3,3,0,7,8,0,7,6,4,8,7,5,6,3,8,0,7,0,0,8,0,8,5,0,2,0,7,0,0,7,8,8,8,1,0,8,0,4,6,0,8,1,1,1,8,8,8,0,8,8,8,5,4,7,4,6,7,4,1,5,7,1,4,1,4,4,4,5,2,7,7,4,4,2,1,3,1,7,2,7,1,7,1,7,1,7,2,7,1,7,4,2,,24,1,,1,4,,7,,2,30,1,1,1,NOPE ,DESCRIBING YOUR REALTIONSHIP,REACTIONS TO EVENTS IN DATING RELATIONSHIPS ,,NO,,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_WAqNHlyhDKE6uFr,Default Response Set,Anonymous,,,130.179.244.136,0,15-10-01 12:28,15-10-01 13:14,1,F076,1,1,1,0,3,7,1,3,0,2,5,0,6,5,0,5,3,5,1,0,0,3,6,7,0,1,0,0,4,0,4,6,0,5,0,0,3,6,2,5,6,6,0,2,6,2,4,1,1,6,0,1,1,8,8,8,1,6,7,7,5,2,2,2,2,2,4,2,6,4,2,4,2,1,7,2,3,6,4,4,3,5,2,3,1,3,3,3,6,7,1,6,7,4,6,6,2,7,3,2,2,,19,2,,1,4,,0,9,1,20,1,1,1,No,To get us to start thinking and describing why we are in relationships,To analyze how people react to situations in relationships,"Yes, both studies were about our relationships","No, I would have answered the questions on the computer the same way without the pilot study",I'm not sure. ,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_1gnEe2j0u5O0Uin,Default Response Set,Anonymous,,,130.179.244.188,0,15-10-01 12:28,15-10-01 13:15,1,F077,1,1,1,1,8,6,0,0,0,0,8,0,8,0,0,8,1,8,8,0,5,2,8,1,3,2,1,0,6,1,8,2,1,7,1,8,0,0,8,4,8,6,0,1,7,0,2,5,0,4,0,1,1,8,8,7,0,8,8,7,6,4,4,6,5,7,7,4,7,7,1,4,3,1,4,3,6,1,7,6,5,4,6,1,3,7,7,4,1,7,1,1,7,7,2,7,1,7,1,3,2,,19,2,,1,4,,2,1,1,12,1,1,1,"No, not particularly. ",The ways in which you function without your partner and seeing if you can recognize his/her flaws. ,"To determine the amount of trust, jealousy, and honesty you hold as a person. ","Somewhat, they are both approached to reflect how you see things, not how you feel. ","No, it did not. ","I do not believe everybody received the same ones. I believe one brought out what you love in your partner and the other brought out what you dislike/how you are without them. It probably effected the study because one group would have been positively mind set and the other would have a negative mind set, going into the study.",1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_2TnjdtyeVslxORg,Default Response Set,Anonymous,,,130.179.244.222,0,15-10-01 12:28,15-10-01 13:16,1,F078,1,1,1,2,6,4,0,1,0,0,8,0,3,6,4,7,0,6,1,0,1,2,8,8,0,0,0,6,1,2,7,2,0,6,0,0,7,0,4,8,8,6,0,2,7,0,7,1,3,8,0,1,1,8,8,8,0,8,8,8,5,2,4,1,4,4,6,3,6,4,4,5,7,5,6,2,6,4,6,6,4,4,2,2,1,7,2,6,7,7,1,6,5,1,6,7,5,7,2,3,2,,18,1,,1,4,,3,3,1,12,1,1,1,I wondered why the study was asking about habits such as driving over the speed limit or stealing things.,To get us thinking about our relationship and how we feel about the other person a little before we answered the survey questions.,"To determine what kinds of things contribute to a healthy, long lasting relationship.","Yes, they both asked questions about our partner and why we have feelings for them.",No because my answers about my relationship would be the same regardless of whether I wrote the responses on paper beforehand.,"Different questions about how you feel about your partner could have been asked, just to give the research a wider variety of responses.",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_rkaP2L4PUeFD7xv,Default Response Set,Anonymous,,,130.179.244.33,0,15-10-01 12:28,15-10-01 13:16,1,F079,1,1,1,0,0,0,0,6,0,0,8,0,0,8,0,8,0,8,4,0,0,4,8,4,0,4,0,4,0,4,4,4,0,4,0,0,0,2,0,2,6,7,0,0,4,0,4,0,0,8,0,1,1,8,8,8,1,8,5,8,1,3,1,7,1,7,4,5,1,4,1,6,7,1,3,1,4,5,2,6,5,2,5,1,1,7,7,3,6,1,1,7,7,1,7,7,4,7,5,4,2,,18,1,,1,4,,0,4,1,25,1,1,1,Some questions seemed odd due to where they were placed amongst other questions,Do gain knowledge of how people in dating relationships view their own relationship,To see how different people may react to different situations involving their partner ,"Yes, because depending on how you view your relationship, you may react in different ways to situations that may occur.",No,Yes,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_2UhBASGpxYIJfrT,Default Response Set,Anonymous,,,130.179.244.136,0,15-10-01 14:02,15-10-01 14:53,1,F080,1,1,1,2,4,6,3,3,0,0,6,0,2,5,6,2,0,2,3,0,2,4,4,2,5,4,3,6,3,4,7,6,0,4,0,1,1,6,1,6,6,6,1,3,4,0,6,1,6,6,0,1,1,8,8,8,6,8,5,8,5,5,3,5,6,6,4,3,7,7,2,4,4,2,6,4,5,5,3,5,6,1,6,1,1,3,7,4,2,1,2,6,7,1,7,4,7,7,7,2,2,,18,1,,1,4,,3,7,1,26,1,1,1,Not really ,To get an inside view on people in relationships,To understand why people are in relationships and what keeps them together ,Yes because they both wanted to see others views on relationships ,It opened my mind to different characteristics about my partner  / ,I am not sure ,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
