V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_2E0MB4TaNsOZTxP,Default Response Set,Anonymous,,,195.221.44.11,0,9/16/15 16:10,9/16/15 16:29,1,1,1,0,0,91.834,0,1,,,,,,,241,1,0,0,24.338,0,1,9,1,"Car si tout le monde le fait, les b̩n̩fices seront plus importants",1,6,4,7,7,7,6,8,7,7,6,7,4,3,8,3,5,7,7,5,7,3,6,5,7,2,7,4,5,5,6,3,3,1,0,0,0,0,2,5,2,3,2,2,2,J'imagine qu'elle tente de montrer la prise de d̩cision et la prise de risque en fonction des inconnus,non,9,4,4,5,75,2,france (92),1,45.17149353,5.722396851,-1
R_2e4fF38JV9F1yHs,Default Response Set,Anonymous,,,195.221.44.3,0,9/14/15 16:17,9/14/15 16:38,1,1,1,0,0,108.935,0,1,,,,,,,0,1,0,0,36.406,0,1,9,1,"Je ne connais pas les individus qui se trouvent dans la salle. Je les ai vu ensemble, donc ils se connaissent et donc se donneront de l'argent entre eux. De fait, ne donnant rien, je devrais obtenir la plus grande somme. A voir ...",1,7,7,8,8,3,7,5,8,3,6,2,5,1,7,6,8,7,8,7,7,6,5,6,8,5,5,1,9,8,2,8,7,1,4,1,0,0,1,8,2,3,2,2,2,Je pense que l'̩tude actuelle s'interroge sur la mani̬re dont nous percevons l'inconnu et a quel point nous pouvons lui venir en aide et inversement,non,2,2,3,5,73,2,toulouse,0,45.17149353,5.722396851,-1
R_2e4jQ5v0S0hLXAM,Default Response Set,Anonymous,,,195.221.44.27,0,9/10/15 16:32,9/10/15 17:02,1,1,1,0,0,68.492,0,1,,,,,,,200,1,0,0,36.908,0,1,9,1,"j'ai choisi de donner 200 centimes ( 2��� ) pour ̻tre certaine de garder une partie de la somme percue, tout en permettant aux autres et a moi m̻me d'augmenter nos gains. J'ai choisi de ne pas tout donner par m̩fiance car certaines personnes pourrais ne rien donner et recevoir plus que l'ensemble du groupe. Tout en sachant que je p̩nalise moi m̻me l'ensemble du groupe en ne donnant pas tout au pot commun.",1,7,5,5,8,9,1,7,6,4,8,6,2,1,2,6,8,8,8,9,9,8,9,4,8,1,8,1,2,1,3,8,1,1,0,0,0,0,3,6,2,3,2,1,2,"J'ai trouv̩ l'exp̩rience int̩ressante elle permet de se poser des question sur soi m̻me et sur le lien autre. Et de juger notre propre capacit̩ a se sentir en confiance avec autrui. Et de savoir comment l'on se positionne par rapport a eux selon les circonstances et les enjeux: argent, reconnaissance, gloire, humanit̩...",Non,3,5,3,3,75,2,"Douvaine, 74",2,45.17149353,5.722396851,-1
R_2EGCKWW5EOWNFX9,Default Response Set,Anonymous,,,195.221.44.22,0,9/14/15 14:10,9/14/15 15:23,1,1,1,0,0,53.726,0,1,4,1,0,0,17.014,0,,,,,,,1,9,1,Le temps ̩tait limit̩ donc la p̩riode de r̩flexion ̩tait courte,1,5,2,5,7,4,3,6,7,2,4,2,4,2,3,3,4,7,3,7,5,3,6,9,6,4,7,4,4,2,5,3,5,1,1,1,0,0,3,6,3,2,3,1,2,L'̩tude actuelle essaie de montrer notre niveau de comp̩tition.,J'ai des doutes sur le but de cette exp̩rience.,9,7,3,3,76,2,France 38,0,45.17149353,5.722396851,-1
R_2Eu9yu7uZNltQgf,Default Response Set,Anonymous,,,195.221.44.4,0,9/10/15 08:51,9/10/15 11:41,1,1,1,0,0,66.746,0,1,200,1,0,0,24.696,0,,,,,,,1,9,1,"J'ai choisi ce montant en partant du principe que tous les participants veulent certes tirer le plus gros b̩n̩fice possible de cette exp̩rience, soit confier les 4 euros �� la cagnotte afin que le doublement soit le plus important, mais je ne peux m'emp̻cher de penser �� mon int̻ret personnel, et la peur que certaines personnes gardent ̩go��stement si je puis dire les 4 euros et comptent ""profiter"" des autres. J'ai donc choisi de mettre 2 euros dans la cagnotte par un compromis entre l'inter̻t commun et la prudence vis �� vis des autres.",1,5,6,7,4,6,7,8,8,6,7,7,6,5,7,4,6,6,7,7,8,7,8,7,7,4,6,8,7,3,7,3,8,1,0,0,0,0,5,7,3,1,1,2,2,"Je pense qu'elle cherche �� voir la confiance qu'on peut avoir les uns avec les autres dans une soci̩t̩, si les gens ont plut̫t tendance �� faire confiance aux autres, croire en leur bonne foi et ont la volont̩ d'̻tre juste quitte �� aprfois laisser leur prudence de c̫t̩ et se retrouver dans des situations potentiellement d̩rangeantes, ou si il vaut mieux ne compter que sur soi m̻me, ne penser qu'a ses propres int̻r̩ts, que c'est las eule mani̬re pour r̩ussir. Je pense que cette exp̩rience est pertinante dans le sens ou elle est capable d'̩valuer les compromis que les gens sont capables de faire grace a cette simple exp̩rience d'argent.",non,6,2,5,5,76,2,"Grenoble, France",0,45.17149353,5.722396851,-1
R_2eUXEAMKMpozhjN,Default Response Set,Anonymous,,,195.221.44.11,0,9/14/15 12:56,9/14/15 13:19,1,1,1,1.506,39.37,40.021,16,1,400,1,3.697,3.697,8.197,1,,,,,,,1,7,7,J'ai confiance,1,7,5,6,4,6,3,5,7,6,5,7,5,3,4,3,5,4,7,6,8,6,7,5,8,2,3,6,7,5,3,3,1,1,2,0,0,0,7,8,3,2,2,2,2,"Cette ̩tude cherche �� savoir la vie d'un individus en fonction, ou non, de son groupe de pair. / La mise d'argent sert �� montrer la confiance d'un individu dans les autres.",non,7,2,6,9,76,1,Grenoble,0,45.17149353,5.722396851,-1
R_2f0ui39SPxSrhpM,Default Response Set,Anonymous,,,195.221.44.8,0,9/10/15 15:24,9/10/15 15:45,1,1,1,0,0,54.505,0,1,400,1,0,0,11.472,0,,,,,,,1,9,9,"c'est normal de donner ce qu'on veut nous donner pour une ̩tude qui peut etre importante, sachant que ̤a ne prend pas beaucoup de temps donc autant contribuer �� leur ̩tude a 100%",1,7,3,9,7,9,4,8,8,1,2,2,2,1,1,3,8,9,7,9,8,8,8,8,8,1,8,6,8,5,3,2,8,3,1,0,0,0,5,8,2,3,3,2,2,"Si on peut se fier aux inconnus, l'interet pour lequel on fait les choses.",non,4,3,3,9,74,1,Saint leu la For̻t 95320,0,45.17149353,5.722396851,-1
R_2fjGhCXmFZHMQx4,Default Response Set,Anonymous,,,195.221.44.11,0,9/14/15 11:04,9/14/15 11:17,1,1,1,0,0,65.531,0,1,,,,,,,150,1,0,0,79.479,0,1,9,1,J'ai pris la d̩cision qui me semblait le moins risquer pour avoir le maximum de b̩n̩fice. De part cette d̩cision je contribue �� la cagnotte commune sans prendre le risque d'avoir un gain minimum.,1,8,2,8,8,5,4,8,5,8,7,6,8,6,7,7,1,7,5,7,9,8,8,7,7,1,7,7,3,3,9,6,8,1,0,0,0,0,1,6,3,1,3,1,1,"Je pense que l'̩tude essaie de montrer que la confiance accord̩ aux inconnus modifie les choix qui seront pris. En montrant que plus on fait confiance aux inconnus, plus l'individu donnera gros �� la cagnotte commune.",Doute probable quand a l'importance du temps dans la d̩cision.,5,3,5,3,73,1,"Grenoble, France.",1,45.17149353,5.722396851,-1
R_2pWUduLiM6Sf8aD,Default Response Set,Anonymous,,,195.221.44.17,0,9/9/15 11:12,9/9/15 11:36,1,1,1,0,0,49.438,0,1,242,1,0,0,8.458,0,,,,,,,1,9,5,"Il s'agit de la moiti̩ de la somme maximale �� mettre, ainsi je ne prends pas sp̩cialement de risque de gagner moins d'argent.",1,6,1,7,2,8,2,7,8,4,7,3,3,2,7,3,4,7,7,8,9,8,8,7,9,4,2,8,6,2,5,2,8,3,20,4,9,10,2,9,1,3,1,1,2,"L'̩tude tente de d̩montrer le niveau de confiance que l'on peut avoir chez des gens qu'on ne connąt pas dans le but de favoriser l'int̩r̻t du groupe en se d̩nigrant soi-m̻me, notamment en misant un maximum d'argent.",non,5,3,3,2,75,1,Grenoble,1,45.17149353,5.722396851,-1
R_2qCaoemItBGdivF,Default Response Set,Anonymous,,,195.221.44.11,0,9/10/15 12:27,9/10/15 13:23,1,1,1,0,0,86.955,0,1,,,,,,,277,1,0,0,21.734,0,1,9,1,"Ayant moi aussi besoin d'argent, je sais qu'il y a tout de m̻me des personnes qui en ont plus besoin que moi.",1,3,2,9,6,1,7,9,3,3,5,3,8,1,6,5,3,9,9,9,9,3,9,9,8,1,9,5,9,8,1,2,9,1,2,2,0,0,2,2,2,3,3,1,2,Je pense que l'̩tude cherche �� mettre en avant l'̩go��sme des individus.,Non.,4,4,4,4,75,2,France 38 Is̬re,0,45.17149353,5.722396851,-1
R_2qDFZhau485ISyh,Default Response Set,Anonymous,,,195.221.44.22,0,9/10/15 08:50,9/10/15 13:25,1,1,1,0,0,74.923,0,1,29,1,0,0,9.193,0,,,,,,,1,3,1,"J'ai choisis ce montant car je n'aime pas trop les risques, m̻me quand il sagit de pas grand chose. Je pense qu'il ne faut pas faire confiance aux autres.",1,3,5,9,7,9,1,8,9,7,8,7,4,1,5,3,5,7,3,6,9,5,6,9,4,2,2,9,1,9,2,9,7,1,0,0,0,0,1,2,2,1,2,1,2,Je pense que l'̩tude essaie de d̩montrer que l'esprit d'̩quipe n'̩xiste pas vraiment. Ce qui compte vraiment dans notre soci̩t̩ c'est l'individualisme. Elle tente de le montrer en nous laissant le choix d'̻tre enssemble.,non,5,3,3,5,76,2,Oyonnax (Ain),0,45.17149353,5.722396851,-1
R_2QfvC8u7y8AjdAL,Default Response Set,Anonymous,,,195.221.44.28,0,9/9/15 15:26,9/9/15 15:49,1,1,1,0,0,144.685,0,1,,,,,,,200,1,0,0,25.171,0,1,9,1,"J'ai trouv̩ que c'̩tait le montant ad̩quat du fait que je ne sais pas ce que les autres ont mis̩. Si je mettais mes 4E mais que les autres non, je perdais de l'argent. Et si je ne mettais rien, et que les autres si je pouvais en gagnais, mais rien n'̩tais sur. J'ai pris la d̩cision la moins risqu̩e pour moi, et j'ai contribu̩ �� la cagnotte commune. C'est mon choix.",1,9,9,9,3,7,1,9,8,7,9,1,4,1,8,6,6,7,7,9,8,7,8,9,7,1,1,9,5,2,5,4,9,1,0,0,0,0,1,7,3,1,2,1,2,"Elle essaye de montrer la mani̬re dont les gens prennent des d̩cisions, sur quoi ils se basent pour le faire.. S'ils prennent des risques ou non, s'ils sont plut̫t collectif ou individuel. Elle tente de le montrer en utilisant un facteur important chez tous les humains : l'argent. Certaines personnes sont plus ou moins cupide ou non, tout ceci influence la prise de d̩cision.",Je me suis demand̩e si r̩ellement quelqu'un d'autre misait avec moi comme dis dans l'̩tude.,5,5,4,4,75,2,Is̬re,1,45.17149353,5.722396851,-1
R_2Qmp6IonAN7ECrF,Default Response Set,Anonymous,,,195.221.44.4,0,9/15/15 16:29,9/15/15 16:51,1,1,1,0,0,111.768,0,1,,,,,,,200,1,0,0,44.432,0,1,9,1,Pour Participer tout en gardant une part personnelle ̩quivalente. Donc j'ai fait le choix d'une participation �� la hauteur de la moiti̩ de la somme de d̩part.,1,5,2,7,6,8,5,7,6,7,7,5,5,2,5,6,5,7,4,7,8,8,7,7,7,5,2,4,3,2,5,4,6,1,3,0,1,0,4,8,3,2,3,2,2,Je pense que le but de cette exp̩rience est de montrer l'influence de la prise de d̩cision en fonction des traits de personnalit̩. Cela est montrer �� travers une d̩cision suivit d'un questionnaire de personnalit̩.,Petit doute sur la prise de d̩cision �� prendre au d̩but car int̩raction fictive.,4,2,9,2,77,2,La mure (38),0,45.17149353,5.722396851,-1
R_2SqbgEXmlNgRHNj,Default Response Set,Anonymous,,,195.221.44.8,0,9/14/15 14:10,9/14/15 15:29,1,1,1,21.679,23.911,83.092,2,1,323,1,0,0,16.086,0,,,,,,,1,9,1,Une forte contribution m'enl̬ve des b̩n̩fices mais ma contribution n'est pas de 100% donc je garde une petite cagnote tout en contribuant,1,7,2,8,7,5,9,3,9,2,5,4,1,3,1,2,7,9,7,9,8,9,9,8,3,1,8,9,7,2,2,5,5,1,0,0,0,0,8,10,2,3,2,2,2,Je pense que cette exp̩rience essaie de montrer quelle d̩cisions sont prises individuellement dans une situation de groupe par rapport aux personnalit̩s.,non,6,3,2,2,77,1,"Le Grand-Lemps, France",2,45.17149353,5.722396851,-1
R_2tncMYqiu471AaJ,Default Response Set,Anonymous,,,195.221.44.27,0,9/14/15 09:03,9/14/15 09:34,1,1,1,0,0,57.294,0,1,400,1,0,0,9.96,0,,,,,,,1,9,5,Parce qu'il sagit de la solution qui me parait la plus juste.,1,9,1,9,9,1,7,6,5,2,8,3,1,2,5,2,5,8,1,9,9,7,9,7,9,5,7,9,2,4,8,5,5,1,1,1,1,1,4,8,3,1,2,2,2,Cette ̩tude a pour but de montrer l'individualisme ou non �� travers un but collectif.,non,2,5,9,9,74,2,Grenoble,1,45.17149353,5.722396851,-1
R_2trhlr4MqRpMgO3,Default Response Set,Anonymous,,,195.221.44.17,0,9/15/15 16:29,9/15/15 16:57,1,1,1,0,0,205.95,0,1,,,,,,,400,1,0,0,75.377,0,1,9,5,"J'ai choisi de mettre en commun 4���, c'est �� dire la totalit̩ de ma cagnotte, pour participer un maximum �� la cagnotte du groupe et parce que si les 4 membres du groupe r̩fl̩chissent de la sorte, les gains personnels apr̬s redistribution seront ̩lev̩s et de m̻me valeurs pour l'ensemble des participants. Je pars du principe que les membres de ce groupe ont g̩r̩ leur argent dans l'int̩r̻t du groupe et de tous les individus qui le constituent.",1,2,3,8,8,5,8,8,5,5,7,2,3,2,8,2,7,8,7,8,9,9,9,9,9,6,8,9,8,8,7,8,9,1,0,0,0,0,5,8,1,2,2,2,2,L'̩tude actuelle cherche �� montrer ce que les gens peuvent prendre comme d̩cision quand on met en comp̩tition l'int̩r̻t du groupe et l'int̩r̻t commun. L'argent est un bon moyen de d̩celer ce que les gens pensent mais il peu aussi avoir un impact sur leur d̩cision en fonction du milieu d'o�_ ils viennent.,non,7,4,3,3,76,2,Passy 74,1,45.17149353,5.722396851,-1
R_2TY7bGxDXbZgZhd,Default Response Set,Anonymous,,,195.221.44.5,0,9/15/15 13:56,9/15/15 14:26,1,1,1,0,0,74.334,0,1,77,1,8.953,8.953,14.228,1,,,,,,,1,9,1,Pour que tout le groupe ait le m̻me montant �� la fin.,1,6,8,9,4,6,3,8,9,7,8,4,5,3,8,4,6,9,8,8,9,9,6,8,8,1,3,2,5,6,3,9,3,1,0,1,0,0,4,8,1,3,2,1,2,"Je pense que l'̩tude essaie de montrer comment on interagit avec les autres dans une soci̩t̩ o�_ la comp̩tition et la victoire sur l'autre priment, avec l'argent comme moyen facteur.",non,5,4,5,7,74,2,"Ille et Vilaine, pr̬s de Rennes",0,45.17149353,5.722396851,-1
R_2UgbE3h2in6CrA0,Default Response Set,Anonymous,,,195.221.44.5,0,9/10/15 08:52,9/10/15 11:38,1,1,1,0,0,148.238,0,1,,,,,,,251,1,0,0,30.999,0,1,9,1,Pour garder des sous tout en esperant que ceux que j'ai donn̩ soit doubl̩! Je ne peux pas savoir et ne pense pas que les autres aient tout donn̩ ou m̻me tout gard̩!,1,7,3,9,9,9,2,5,8,2,4,3,6,1,3,1,7,9,8,7,9,8,9,6,7,4,6,7,7,6,7,6,9,1,0,0,0,0,4,7,2,3,3,1,2,"Elle essaie de montrer comment on int̩ragit avec les gens, quelles decisions allons nous prendre par rapport a eux.",non,3,4,5,2,78,2,Le puy-en-velay en haute loire en France,0,45.17149353,5.722396851,-1
R_2usoIRWE4kaqhLv,Default Response Set,Anonymous,,,195.221.44.24,0,9/9/15 09:09,9/9/15 09:45,1,1,1,0,0,96.785,0,1,,,,,,,400,1,0,0,92.657,0,1,9,1,"Pour une r̩partition de l'ensemble ̩quitable. Ce test ̩tant bas̩ sur de v̩ritables individu, prendre le choix de garder le montant (4 euros) n'est pas int̩ressant, autant prendre le risque de tout mettre pour partir dans l'id̩e d'une coop̩ration identique des autres membres afin d'avoir le m̻me montant.",1,8,9,8,8,5,5,6,7,6,8,7,4,1,6,3,7,8,9,7,9,6,7,6,6,2,5,8,8,8,2,1,9,3,0,0,0,0,7,8,2,2,3,2,2,"L'interaction entre participant en fonction de leur personnalit̩s avec pour moteur d'int̩r̻t, une r̩mun̩ration.",Non.,4,5,3,9,77,1,Grenoble,0,45.17149353,5.722396851,-1
R_2uTDSvS3SIX8Al3,Default Response Set,Anonymous,,,195.221.44.2,0,9/10/15 08:59,9/10/15 11:30,1,1,1,0,0,78.678,0,1,306,1,0,0,16.674,0,,,,,,,1,9,1,Le syst̬me collectif est plus r̩mun̩rateur et ̩galitaire.,1,6,8,9,6,6,4,8,6,7,6,2,3,5,7,2,3,7,3,6,8,2,9,8,9,1,6,6,7,5,2,1,8,1,2,2,0,1,4,6,3,3,3,2,2,"Je pense que cette ̩tude tient �� montrer la coop̩ration entre les individus dans notre soci̩t̩ actuelle, en fonction de leurs int̩r̻ts, quel choix ils op̬rent: vivre ind̩pendamment ou collectivement.",non,3,4,4,4,77,1,"La Tour du pin, Is̬re, France",1,45.17149353,5.722396851,-1
R_2uxOpptHIYrCg6j,Default Response Set,Anonymous,,,195.221.44.28,0,9/10/15 11:00,9/10/15 13:19,1,1,1,0,0,57.898,0,1,246,1,0,0,9.126,0,,,,,,,1,9,1,J'ai choisi de donner un peu moins que les 400 centimes pour gagner un peu plus sans faire trop perdre d'argent aux autres,1,7,2,8,7,9,7,5,9,2,6,3,1,1,5,3,6,7,8,9,7,6,8,7,7,1,1,2,6,5,3,5,7,2,1,2,0,10,6,10,1,2,1,2,2,je pense que l'̩tude met en corr̩lation le fait d'̻tre centr̩ sur soi meme ou non avec le fait de choisir de gagner de l'argent pour soi ou de laisser tout le monde en gagner. Il y a aussi quelque chose avec la famille mais je n'ai pas percu quoi,non,3,5,3,5,73,2,74,0,45.17149353,5.722396851,-1
R_2v7aR9zWOfadoOZ,Default Response Set,Anonymous,,,195.221.44.25,0,9/14/15 13:11,9/14/15 13:19,1,1,1,0,0,31.862,0,1,10,1,0,0,11.601,0,,,,,,,1,9,5,La totalit̩ pour le groupe.,1,7,4,9,8,7,7,7,7,6,4,7,3,2,5,2,6,9,5,9,8,9,9,8,8,5,3,2,8,6,5,8,6,1,0,0,0,0,3,5,2,1,2,1,2,Je pense que cette ̩tude tente de montrer la capacit̩ des individus �� interagir par eux m̻mes en posant des questions sur les relations avec les autres individus.,non,4,4,5,3,75,2,"Villard de lans, Is̬re, France",1,45.17149353,5.722396851,-1
R_2VaRx5ZaQfxxpLe,Default Response Set,Anonymous,,,195.221.44.3,0,9/10/15 16:32,9/10/15 16:58,1,1,1,0,0,48.427,0,1,,,,,,,0,1,0,0,39.077,0,1,9,1,La solution de tout garder est la moins risqu̩ et permets de garantir un gain minimal.,1,8,7,9,6,6,8,7,7,4,9,3,2,4,6,3,8,3,8,6,6,1,4,3,2,3,2,1,4,5,1,5,7,1,10,1,0,3,3,7,2,3,2,1,2,Estimer l'influence de certains traits de personnalit̩s sur les tache de choix quand ils impliquent une confiance �� des inconnus.,Non,6,2,5,2,76,1,France / Drome,2,45.17149353,5.722396851,-1
R_2w4XhsHXG5ld3jn,Default Response Set,Anonymous,,,195.221.44.5,0,9/16/15 14:05,9/16/15 14:27,1,1,1,0,0,135.001,0,1,,,,,,,75,1,14.279,14.279,24.314,1,1,5,1,Je prend le risque que tout le monde donne un peu plus pour donner un peu moins.,1,7,2,6,1,9,5,6,5,8,3,6,3,3,7,4,4,7,7,9,9,7,9,7,9,7,5,8,6,2,6,5,9,1,0,1,0,0,5,9,1,3,2,1,2,Je pense que l'̩tude essaie de montrer si la majorit̩ des personnes s'investissent pour le bien commun ou s'ils tendent plus �� se pr̩occuper de leur propre int̩r̻t.,non,2,7,2,6,75,2,FRANCE Alsace Mulhouse,0,45.17149353,5.722396851,-1
R_2wcsKZpym6YfwlB,Default Response Set,Anonymous,,,195.221.44.8,0,9/9/15 09:10,9/9/15 09:46,1,1,1,11.54,12.096,36.259,2,1,,,,,,,400,1,0,0,20.086,0,1,9,5,"Je sais que je ne suis pas dans une situation financi̬re difficile en ce moment. Bien que je sois ̩tudiant, je sais que je peux ""offrir"" 400 centimes �� une cagnotte commune, peut importe les risques encourus. /  Je l'ai vu de deux mani̬re /  De part mon parcours, mon ̩ducation, mes id̩es que ̤a soit en mati̬re de politique ou d'̩conomie, je pr̩f̬re le don libre plus que l'obligation d'un pr̩l̩vement. Lorsque je peux offrir, je le fais. /  D'une autre part, en voyant cela comme l'achat d'une action en bourse (ou 400 actions), si je veux cr̩er une impulsion au cours de l'action, je me dois de prendre le pari que d'autre vont faire le m̻me pari que moi. La finance n'̩tant bas̩e que sur la confiance des acteurs de ce milieu, j'ai voulu prendre un risque. Maitris̩ car je sais que la perte d'une partie de mon ""portefeuille"" ne va pas impacter mon quotidien. /  Surement si �� la place de centimes il avait fallu jouer avec des euros, je n'aurai pas du tout pris la m̻me d̩cision.",1,8,4,8,8,9,7,9,9,4,9,3,7,6,9,7,2,8,9,8,9,3,5,8,5,7,3,3,5,7,4,8,9,1,5,5,0,2,5,7,2,1,1,2,2,"N'̩tant pas en ̩tude de psychologie, je n'ai pas assez de connaissance pour comprendre les m̩canismes derri̬re l'exp̩rience, mais je dirai que cela ressemblait �� un choix de bourse, avec bien ̩videmment moins de param̬tre. /  Peut ̻tre que les questions �� la fin servent �� chercher un profil type de la personne qui pr̩f̬re mettre 0 ou 400 centimes.. Est ce que d̩cider de tout miser est du �� une fa̤on de faire les choses ou �� une vision que l'on se fait de la r̩ussite en entreprise ?",non,9,7,9,9,73,1,"Nimes, GARD",0,45.17149353,5.722396851,-1
R_2wztaJyh11D55fZ,Default Response Set,Anonymous,,,195.221.44.3,0,9/15/15 13:56,9/15/15 14:32,1,1,1,0,0,74.912,0,1,,,,,,,400,1,0,0,35.733,0,1,9,1,"Car si je d̩cide de ne pas mettre mes 4��� rien ne m'assure qu'une autre personne ne d̩cidera pas de faire la m̻me chose; je pr̩f̬re prendre moins de risque, m̻me si la somme est moindre au final.",1,8,6,8,5,6,5,7,7,5,3,3,1,2,6,3,6,6,8,7,8,2,6,6,7,1,2,2,6,2,8,5,6,1,20,1,5,3,8,9,1,3,3,2,2,"Jusqu'�� quel point on est capable de mettre en jeu notre argent, en se fiant sur la mani̬re dont les autres participants vont agir. Peut-̻tre que selon les r̩ponses aux questions, il est possible de pr̩dire si une personne sera pr̻te �� plus ou moins investir en se projetant le comportements des autres",non,4,5,2,2,67,2,Lyon,0,45.17149353,5.722396851,-1
